abstract,author,title,year
"Facial expression recognition analysis is one of the most challenging research areas in the field of computer vision. Though face exhibits different facial expressions - which can be instantly recognized by human eyes - it is very difficult for a computer to extract and use the information content from these expressions. In this paper we present a method to analyze facial expression from images by focusing on certain regions of a face such as eyes, mouth, etc. whose geometries are mostly affected by variation in facial expressions.","Jigar A Patel, Suman R Tiwari, Hardik N Talsania",FACIAL EXPRESSION RECOGNITION       WITH PCA USING DIFFERENT DATABASE,"Home,Vol 3, No 3 (2014),Patel"
"In today’s world where public transit is the most commonly used and affordable means of transport. Dealing with it includes a lot of variables, especially at the time of payment. This problem is faced by almost every commuter in his/her daily routine. To address the problem, we propose centralizing fare collection system with the help of smart cards which will ease the unnecessary havoc created when asked to give exact fare amount for their journey. In this paper, a complete description on how our system will elevate the existing system with the help of RFID reader/writer module and integrate public services in terms of payment will be detailed. First, it does not require any advanced technology so it can be implemented as low-cost upgrade to the existing system. However, our system not only outperforms the current system in terms of accuracy but also proves to be a relieving point from passenger’s point of view when it comes to accessing and utilizing public transport and other public services to its fullest.","Yash S. Gandhi, Nikhil V. Divate, Keval V. Kava, Namita K. Gawande, Rupali V. Satpute, Vaishali Wadhe",Microprocessor Smart Cards for Centralizing Fare Collection in Public                                                                                                                          Services,"Home,Vol 3, No 3 (2014),Gandhi"
"Microcantilevers, now a day, are being used in different applications including medical, defence, sensors etc. This paper involves in study for optimization of different shaped cantilever beams to obtain the best output result. A comparative analysis has been done on different shaped cantilever beams made of different materials i.e. gold, aluminium and silicon. This type of analysis essentially requires the consideration of the well-known ‘pull-in’ phenomenon under dynamic conditions. This concept of pull-in voltage has been used in COMSOL Multiphysics to obtain the desired result.","Agnimitra Singh, Vandita Khare",Optimization of Different Shaped Electrostatic Cantilever Beams,"Home,Vol 3, No 3 (2014),Singh"
"Formal Methods are necessary for the specification, development and verification of safety critical systems. Formal Languages help us to identify errors at an early stage in the development process and can aid in reducing overall system development costs. Despite their benefits, formal methods are not widely accepted in the industry due to the need for high abstraction and a mathematical labor pool. The SOFL (Structured Object-Oriented Formal Language) methodology can be effective and efficient for safety critical systems. Some major issues with formal languages like higher abstraction levels, the need of mathematical skills, developer maturity and high costs can be overcome by using SOFL. SOFL specifically encapsulates three major layers: 1) structured methodology in the early stage of development, 2) object oriented methodology at the detailed level and 3) incorporation of formal methods. In this paper, we have tested the SOFL 3-step approach for the formal specification of a Railway Signaling System ,already implemented by using Zed. Afterward we performed a comparison, using certain parameters identified from literature, to assess the appropriateness of Zed and SOFL methodology for the formal specification of a safety critical system. We found SOFL as an instinctive and perceptive for formal specification which overcome limitation of other formal lamguages.","Muhammad Babar Yaqoob Khan, Sadaf Anwar, Nasir Mehmood Minhas",SOFL - A Better Approach for Formal Specification: A Case Study Based Comparison,"Home,Vol 3, No 3 (2014),Khan"
"This paper gives us a better understanding of the intelligent control of Smart Grid and its potential advantages. Smart grids are the modern electric power grids for the enhancement of power system efficiency and reliability through automated control, high-power converters, sensing and metering technologies, modern communication infrastructure and modern energy management techniques based on the optimization of energy, demand, network availability and so on. Also the identification of faults and the control of fault current were studied. In this paper we have explored various failure protection mechanisms which improve the reliability of the Smart Grid as well as the security and privacy issues in the Smart Grid.","Chandragupta Mauryan.K.S, Jayachitra. V, Nivedita. A, Parvathy.V. Menon",A study on Intelligent Control for Smart Grid,"Home,Vol 3, No 3 (2014),Mauryan.K.S"
"Wireless sensor networks (WSN) have lot of interest in research due to their wide range of typical application areas such as environmental, military and commercial enterprises. Sensor network possesses unique challenges to protocol builders, because these tiny wireless devices are often deployed in unattended environment with limited capabilities. Hence these networks are vulnerable to different types of malicious attacks. This paper focused on secured communication in wireless sensor network.   Security is a common concern for any network system, but security in WSN is of great importance to ensure its application success. The data is protected against unauthorized modification, deletion, creation, and replication and provides an indication of these unauthorized. When setting up a sensor network, one of the first security requirements is to establish cryptographic keys for later secure communication. The established keys should be resilient to attacks and flexible to dynamic update. In this proposed paper we use Waspmote is a sensor device and meshlium is a gateway. The new Encryption Libraries are designed to add to the Waspmote sensor platform the capabilities necessary to protect the information gathered by the sensors. In this proposed system we use three security techniques to product our data and key from unauthorized user. There are AES 128, RSA 1024, and SHA. For information and packet encryption AES128 is used and MD5 & SHA are used to check the final information received correspond with the orginal sent and RSA1024 is used for key encryption.    We use point to point encryption scheme with Meshlium -the Gateway of the network. In our proposed approach the key should be secured and security level was increased rapidly.","Ramesh. P, Gopinath. D",Highly Secured Wireless Sensor Network,"Home,Vol 3, No 3 (2014),P"
"This paper has presented different wavelength division multiplexing techniques that have dramatically increased the capacity of optical transmission systems. Its main advantages have made it the current favorite multiplexing technology for optical networks. That is no doubt that Crosstalk is generated when a demultiplexer separates incoming wavelengths onto different output fibers. Optical cross connect (OXC) is a device which is used for switching high speed optical signals. We have deeply investigated the performance analysis to find the dramatic effect of crosstalk in different multiplexed optical networks. Firstly, the performance in coarse wavelength division multiplexing (CWDM) have been investigated and then compared the results with using two multiplexing techniques namely, wavelength division multiplexing (WDM) and dense wavelength division multiplexing (DWDM). Signal to noise ratio (Q) or signal quality factor, bit error rate (BER), and power penalty are the major interesting performance parameters in the current study. System parameters optimization are applied to reduce the effect of crosstalk.","Ahmed Nabih Zaki Rashed, Abd El-Naser A. Mohamed, Mohamed S. F. Tabbour, Ahmed B. El-Sherbeny",Crosstalk Impact and Performance Evaluation of Optical Cross Connects in Different Transparent Wavelength Division Multiplexed Optical Transport Networks,"Home,Vol 3, No 4 (2014),Zaki Rashed"
"This work presents the design, analysis and simulation of reciprocating diaphragmvalveless micropump for drug delivery applications. A typical piezoelectric based valveless micropump includes anactuator, two diffuser/ nozzle elements, inlet and outlet channel and pump chamber. The piezoelectric micropump consists of a piezoelectric actuator which is nothing but a piezoelectric disc attached to a diaphragm. The behaviour of the micropump depends upon the actuation mechanism of the actuator. The piezoelectric actuation is highly preferred for the micropump because it is easy to apply to the individual pumpsafter the process of micromachining. 	The two dimensional model of the nozzle/diffuser elements and the micropumpis simulated separately using the software COMSOL 4.3 Multiphysics. For simulation, the laminar flow model is used and water is taken as a working fluid.","Vandita Khare, Agnimitra Singh",Study of MEMS based PiezoelectricValveless Micropumpfor Drug Delivery Applications,"Home,Vol 3, No 3 (2014),Khare"
"In this article we have  examined a hybrid of wavelet functions transform with the DCT for development of an algorithm that be used  in a still colored image compression system and to compare the  advantages of this DCT-DWT transform to the normal DCT based compression. We have discussed the important features of the wavelet functions in compression of colored images, it also includes the extent to which the PSNR of image is changed by applying the procedure of compression and its decompression. Using peak signal-to-noise ratio or picture quality scale we have measured objectively the quality of images and subjectively perception according to human vision. The effects of DWT-DCT compression and decompression is checked for different types of image contents and compression ratios are calculated at various quantization factor. A comparison with a DCT-based compression is finally given in terms of compression ratio (CR) and PSNR. Our results provide a very good compression algorithm for application developments related to image compression.","Bhawana ., Vijay kumar Singh","Color Image Compression using Hybrid, Wavelet and Cosine Transform Algorithm with Lossless Coding using MATLAB","Home,Vol 3, No 4 (2014),."
"In the existing search results the search engine users search there results for different goals. It will be very useful for improving search engine relevance and user experience. In existing system there are so many Data mining algorithm used for searching relevant information. Rank algorithm, correlation algorithm has been used but that was not effective.In this paper introduces the map reduce algorithm for improving the search results proposed system, the data mining domain introduce the map reduce algorithm. It is effective for cross domain environment and also can use Big data for future work. The search results achieved through using feedback sessions and map reduce technique. This results of the cross domain have been improved using this technique. The experimented results show the efficiency.","P. Srinivasam, S. Raja",User Search Goals with Feedback Sessions Using Map-Reduce Algorithm,"Home,Vol 3, No 4 (2014),Srinivasam"
This study allows user to  protect his vehicle against unauthorized entering. This project divided into two main parts  the first  part  is on-board unit that installed in the vehicle to sense if any person enter it and ask user to enter a password to turn on the vehicle.  The second part is an and android application that provide receiving a massage from the on-board unit That contain some information about vehicle like location of the vehicle and the motor temperature The process of getting vehicle location by using Global Positioning System (GPS) in the on-board unit  and   The process sending this  information by using Global system for mobile (GSM)  also in the on-board unit.,"Ahmed Nabih Zaki Rashed, Mahmoud A. Bakheet, Mohamed A. Elolla Rashed, Mahmoud M. Hassan",Vehicle Position and its Range Determination Based on GPS and GSM Communication System with Android Application,"Home,Vol 3, No 4 (2014),Rashed"
"Due to the rapid increase in the use of Instant Messaging (IM) among people, there exists a severe threat from attackers, who can sniff the data and also implant worms since the communication between two users of many IM systems are not secure. This increases the need for a secure, lightweight cryptographic system to enhance the security of the existing IM system. In this paper we are using a new algorithm based on Identity Based Cryptosystems (IBC) which is an emerging concept in Cryptography and an extension to public key cryptosystems. In IBC, we can use any public information such as the e-mail address, name, phone numbers, etc., as a public key which resolves the problem of getting the public key of a user and checking the validity of certificate and helps to avoid the trust problems encountered in traditional certificate based PKI. IBC can provide strong authentication, confidentiality, integrity and non-repudiation among users of Instant Messengers and thus enhances the security of existing IMs.","A.RamaKrishna Reddy, M. Vivekanandan",Enhancing the Security of Instant Messaging System using Identity Based Cryptosystems,"Home,Vol 3, No 4 (2014),Reddy"
"Due to the rapid growth of portable electronic component, the low power arithmetic circuits have become very important in VLSI industry. Multiplier-Accumulator (MAC) unit is the main building block in DSP processor. Full Adder is a part of the MAC unit can significantly affect the efficiency of whole system. Hence the reduction of power consumption of Full Adder circuit is necessary for low power application. Design of area and power-efficient high-speed data path logic systems are one of the most substantial areas of research in VLSI system design. In digital adders, the speed of addition is limited by the time required to propagate a carry through the adder. Carry Select Adder (CSLA) is one of the fastest adders used in many data-processing processors to perform fast arithmetic functions. From the structure of the CSLA, it is clear that there is scope for reducing the area and power consumption in the CSLA. This paper uses a simple and efficient gate-level modification to significantly reduce the area and power of the CSLA. The CSLA is used in many computational systems to alleviate the problem of carry propagation delay by independently generating multiple carries and then select a carry to generate the sum. However, the CSLA is not  area efficient  because  it uses  multiple  pairs  of Ripple  Carry Adders  (RCA)  to generate  partial  sum and carry by considering carry input  Cin = 0 and Cin =1,  then  the  final  sum  and  carry  are  selected  by  the Multiplexers (mux). This is modified by replacing the RCA with Cin=1 with BEC in the regular CSLA to achieve low area and power consumption. But there is a slight increase in the delay. The Power can be drastically reduced by replacing a D-Latch in place of RCA with Cin = 1thereby achieving lower area and low power consumption.","Vidhya. M, Muthammal. R",AN EFFICIENT CARRY SELECT ADDER FOR LOW POWER APPLICATIONS,"Home,Vol 3, No 4 (2014),M"
"Image processing is important on various fields to achieve various functions. In this paper two classes of regularization strategies to achieve image recovery and reduce noise suppression from Original image in projection-based image deblurring. Landweber iteration leads to a fixed level of regularization, which allows us to achieve fine-granularity control of projection-based iterative deblurring by varying the value. Regularization filters can be gained by probing into their asymptotic behavior—the fixed point of nonexpansive mappings.   Different image structures (smooth regions, regular edges and textures) are observed correspond to different fixed points of nonexpansive mappings when the temperature (regularization) parameter varies. Such an analogy motivates us to propose a deterministic annealing based approach toward spatial adaptation in projection-based image deblurring.","Mr. M. Yasin, Mr. AR. Arunachalam",IMAGE RECONSTRUCTION FROM INCOMPLETE AND NOISY DATA USING PROJECTION BASED DEBLURRING,"Home,Vol 3, No 4 (2014),Yasin"
"This paper highlight needs to solve security problem in our network society. As the important implementation of biometric technology; palmprint verification is one of the most reliable personal identification method which is most useful technique in forensic science. Palm print are potentially a good choice for biometric application because they are invariant with a person, easy to capture and difficult to duplicate. They have greater security than fingerprint because palm veins are more complex than finger veins. This paper introduces hiding technique to address the vulnerabilities of a palmprint recognition system against attacks. To achieve this, palmprint image is embedded in to host image. The origin of the palmprint images is proven by checking matching percentages of encoded and decoded image. The results obtained have shown that using this concept can efficiently protect a palmprint recognition system against replay attacks. In this paper palm print recognition is done by extracting principal line and hiding of palm print image in host image is done by watermarking.",Pravin Sonsare,Palmprint  Security with Hiding,"Home,Vol 3, No 4 (2014),Sonsare"
"In the today’s high scale communication of data there is a pressing need is generated for protection of the data information from many of the illegal duplication and modifications. For this purpose image watermarking is getting a very growing focus for a solution to the theft and tampering by involving the applications of advanced digital image  processing operations to watermark copyright and authentication information inside the image content.  Image watermarking is a signal that is embedded in a image data permanently such that it can be extracted by dewatermarking using some operations for checking the authenticity of data or user. The watermark is inseparable from the host image and it should be robust enough to resist any modifications along with preserving the image quality. In this way the watermarking helps in keeping intellectual properties accessible while being permanently water marked. We have considered  four pairs of different images and applied SVD-DCT_DWT, SVD-DWT  , SVD-DCT watermarking algorithms  and after watermarking we have investigated the peak signal to noise ratio(PSNR) in between our host  image and watermarked image.After watermarking  we have added different image attacks like Gaussian noise,salt and pepper noise,motion blur and Gaussian blur on the watermarked images.After  processing images to the attacks we applied dewatermarking algorithm to extract our watermark image from the watermarked image . We have check the performance of our algorithm  by calculating PSNR in between watermark  and extracted watermark image along with the evalution of normalized correlation (NC).","Pranjali shastri, Vijay kumar singh",Design and Comparative analysis using SVD-DCT-DWT Composite Watermarking Scheme having Robustness to noise and blurring effect,"Home,Vol 3, No 4 (2014),shastri"
"In this paper, we propose a novel approach for performing high quality edge-preserving image filtering called LLSURE filter. Derived from a local linear model and using the principle of stein’s unbiased risk estimate as an estimator for the mean squared error from the noisy image only, we derive a simple explicit image filter which can filter out noise while preserving edges and fine scale details. Moreover, the LLSURE filter naturally has a fast and exact linear time algorithm, regardless of the kernel size and the intensity range; thus, it can be applied to real time image processing tasks. The Experiments show that the LLSURE filter is both effective and efficient in a great variety of computer vision application, including noise reduction, detail enhancement and smoothing, flash/no-flash denoising, image matting/featuring, dehazing.","R. Athilakshmi, J. Jayanthi, B. Chithra",HIGH QUALITY EDGE PRESERVATION USING WAVELET BY LLSURE IMAGE FILTERING,"Home,Vol 3, No 4 (2014),Athilakshmi"
"For the performance analysis  of a smart MOS gas sensor an principle component analysis based parametric classification algorithm is presented. The simulation of equally the stagnant and active reaction of a TGS and MICS  sensor to a combination of organic compounds have been implemented using MATLAB. The effects of surrounding heat (temperature), dampness and sound of sensor is also taken in the data record .The values of  the responding features are evaluated for the gas sensor response for difference based preprocessing of voltage response of acetone ,ethanol and propane mixture gases.","Mohd. Nizamuddin Ansari, Saifur Rahman",Investigation of Classification Performance Efficiency of Different MOS Sensor Arrays Using PCA Based Algorithm,"Home,Vol 3, No 4 (2014),Ansari"
"Modern  wireless  communication  systems  employ  Phase  Locked  Loop  (PLL)  mostly for  synchronization,  clock  synthesis,  skew  and  jitter  reduction.  As the integration has increased, size has reduced but power and delay has become a great consideration. In this paper we analyze the leakage feedback power reduction technique in CMOS circuit and verified this technique on D flip flop, phase frequency detector and basic charge pump circuit. We also examine the previously existing leakage power reduction technique in CMOS circuit. The leakage feedback technique  is much efficient in terms of leakage power and delay. Here we discuss about different component of PLL (Phase Lock Loop), mainly on phase frequency detector.","Bipin Gupta, Sanjay Rajak, Rahul Mishra",Analysis of Leakage Power Reduction  in PLL,"Home,Vol 3, No 5 (2014),Gupta"
The use of auditory models in cochlear implant speech processing strategies aims to improve cochlear implanter’s perception of speech. Current speech processing strategies for cochlear implants use an IIR filter bank which decomposes the audio signals into multiple frequency bands each associated with one electrode. It produces unstable output and also does not confer any solution for noise reduction. Noise causes severe effects in cochlear implants. The proposed method focuses on reduction of noises in cochlear implants. The aim of the proposed method is to reduce the noise in cochlear implants and improve the speech perception by using the FIR filter bank.The design consists of eight FIR filters with eight channels. Each channel contains different frequency bands. The filter bank designed is successfully tested using speech signal extracted from Noizeous corpus speech database.,"P. Dineshkumar, P.D. HemaPriya, P. Mithradevi",NOISE REDUCTION USING FIR FILTER IN COCHLEAR IMPLANTS,"Home,Vol 3, No 4 (2014),Dineshkumar"
"Energy crisis is the most important issue in today’s world. Conventional energy resources are not only limited but also the prime culprit for environmental pollution. Renewable energy solutions are becoming increasingly popular especially Photovoltaic (solar) systems. In order to increase efficiency of PV system, output power should be Maximized which needs to keep the panels aligned with the sun. Different mechanisms are applied to increase the efficiency of the solar cell to reduce the cost. Solar tracking system is the most appropriate technology to enhance the efficiency of the solar cells by tracking the sun. A review of solar tracker based on different mechanisms is presented in this paper. An innovative prototype based on hydraulic operation for solar tracking system is also proposed here.","Rahul Mishra, Prashant Baredar, Bipin Gupta",Analysis of Tracking Mechanism for PV System,"Home,Vol 3, No 5 (2014),Mishra"
"Smart computing, fast internet, ease of network availability, ethic of wireless communication, advancement in micro electronics and routing protocols and standards forms another world called virtual world where real actions are taken place and planned.	Sharing of the valuables was/are the fundamental key issues. Networking (internet or Internet) is inherently adopting the same concept. Last few decades has motivated the open source development application and tools without bothering of good or bad. Availability of hacking, cracking and sniffing open source tools makes impulsive to break the confidentiality of the individuals. Humans are always want to break the integrity of the valuables of others and tries to make unavailable to the authenticate persons. Threat is all around there.     Security analyst observed that the probability of occurring intrusive action is higher in case of insider attack rather than outsider one. Intrusion in an art and science of entrance into the host/network without permission i.e. illegitimately entrance [1]. Modern attacks are not only break the confidentiality even they potentially harmful for the system	or	network	both.	This	article	presents	the comprehensive analysis of the menace of Man in the Middle Attack (Mitm), one of the most dangerous insider types of attack in LAN or Ethernet. Man in the middle attack is types of attack in which intruders sit between to communicator parties and fools to both via sending false message to each other on behalf of each other.","Manish Pathak, NIkhat Raza",Comprehensive Analysis of Man in the Middle Attack and Propose Statistical Detection Approach,"Home,Vol 3, No 5 (2014),Pathak"
"Classification is a crucial subject in data mining and machine learning, that's been studied extensively and has a wide range of applications. Classification based on association rules, otherwise known as associative classification, is usually a technique that uses association rules to create classifier. CMAR employs a novel data structure, association rule, to compactly store and efficiently retrieve many rules for classification. Association rule is really a prefix rule structure to research the sharing among  rules, which achieves substantial compactness. To speed in the mining of complete pair of rules, CMAR adopts a variant of recently developed FP growth method. FP-growth is quite a bit faster than Apriori-like methods utilized in previous association-based classification, for example particularly there exist a huge number of rules, large training data sets, and long pattern rules. We use classification using association rules not just to solve classification problems, but that compares the standard of different association rule mining approaches. Therein context we show which the quality of rule sets in the standard algorithm for association rule mining might be improved using a different association rule mining strategy Above classification minute rates are 80%( MAX) hence the 20% data are unclassified. This is the challenge in the field of data classification. In this paper, we used multiple relational Bayesian classification algorithm depending on genetic algorithm employed for optimization of classification rate, generated by association rule.","Brijkishor Kumar Gupta, Gajendra Singh Chandel",An approach to calculate minimum support-confidence using MCAR with GA,"Home,Vol 3, No 5 (2014),Gupta"
"The project includes to sense the industrial field parameters like temperature, pressure, sound and vibrations using Wireless Sensor Network in VHDL.                        In this paper we describe some general behavioural models of element of wireless sensor network system, which let us to simulate to entire system in different use cases and all possible architectures using different protocols and technologies in an optimum time.","Shilpa P. Kadak, Prof Pankaj H. Rangaree",Design Approach to Sense Various Parameters for Wireless Sensor Network,"Home,Vol 3, No 5 (2014),Kadak"
"Hybrid extraction of robust model (HERM), a dynamic XAML based mechanism for the adaptive management and reuse of e-learning resources in a distributed environment like the Web. To achieve the on-demand semantic-based resource management for Web-based e-learning, one should go beyond using domain ontology’s statically. XAML based matching process involves semantic mapping has done on both the open dataset and closed dataset mechanism to integrate e-learning databases by using ontology semantics. This system is going to conduct a simulation experiment and evaluate the proposed approach with a XAML based e-learning scenario. Matching process in web cluster databases from different database servers easily integrated and delivers highly dimensional e-learning resource management and reuse is far from being mature.  E-learning is also a widely open research area, and there is still much room for improvement on the method. RDF stands for Resource Description Framework is a W3C standard, which provides tool to describe Web resources, provides interoperability between applications that exchange machine-understandable information.","BALAGANESH. M, RADHA. D, SAROJINIDEVI. R",HERM USING XAML MECHANISM WITH ROBUST SYSTEM,"Home,Vol 3, No 5 (2014),M"
"In the present paper, the performance of the submarine optical communication systems for under( guided cable) and on the surface (unguided cable) of the seawater is investigated, taking into account both the pressure, the temperature and salinity effects. Both the pressure and the temperature are depth-dependent variables, while both the spectral losses and the dispersion effects are temperature as well as wavelength dependent variables. Two important cases with real fibers are processed; a case with dispersion cancellation and a case without dispersion cancellation. It is found that the ocean pressure (due to the depth) shifts the dispersion-free wavelength towards the third communication window. The depth increases the maximum transmitted bit rate increases in the range of interest. The system capacity as well as the spectral losses, and the dispersion effcts are parametrically investigated over wide range ranges of the set of affecting parameters {wavelength, ocean depth (and consequently the ocean pressure , temperature, and salinity ), and the chemical structure}. The unguided nonlinear optical laser pulses propagate in an inhomogeneous  pure water and clearest sea water with soliton technique is deeply and parametrically studied. The physical parameters of the waters are considered both temperature-dependent and spectral-dependent parameters as well as salinity-dependent.The stabilities of the processed major effects (the product of power and equare of the pulse width, pulse width, and bit-rate ) are analyzed on the basis of the thermal sensitivity (where the cause is temperature variations)","Ahmed Nabih Zaki Rashed, Abd El-Naser A. Mohamed, Mohamed S. F. Tabbour, Marwa M. S. Azar",Effects of the Temperature and Pressure on the Guided Wave and Unguided Wave Bit Rate under  The Surface of the Submarine Optical Communication Systems,"Home,Vol 3, No 5 (2014),Rashed"
"Cloud computing is one of today’s most exciting technologies because of its capacity to reduce cost associated with computing while increasing flexibility and scalability. In the past few years, cloud computing has grown from being a promising business idea to one of the fastest growing sectors of the IT industry. But there is a prime essence that IT organizations have expressed concerns about critical issues such as Security that accompany the widespread implementation of cloud computing. Reliability is one of the important factors for cloud computing resource for maintaining higher user satisfaction and business continuity. This paper brings out various challenges of cloud computing and some of influences factors to overcome disaster in cloud. Further, this paper analyzes the existing reliability assurance algorithm and proposes an enhanced algorithm using proactive filtering based redundancy scheduling technique. This paper presents a Priority Preemptive scheduling (PPS) in disaster management of Cloud computing. The analysis results proves that the jobs at any instance of time are provided with the resources and henceforth it stops them to lead towards the starvation state which is most influential factor for Cloud Disaster.",Chintureena Thingom,Cloud Disaster Management With Scheduling Strategy,"Home,Vol 3, No 5 (2014),Thingom"
"Nowadays action recognition is very important for many applications such as video surveillance, event detection, human–computer interaction, and etc. Especially view-invariant action recognition is hot and difficult as well in this field. In this paper, a video-based view-invariant action to be recognized using ANFIS. The recognition process divided into three stages. First, motion detection is used to extract motion information from videos, which is much more efficient than traditional background modeling and tracking based methods. Second, as for feature representation, we exact variety of statistical information from motion and view-invariant feature based on cross ratio. Finally, in the action modeling, to apply a Adaptive Neuro Fuzzy Inference System. To model motion patterns and view invariants, using ANFIS approach. It learns the rules and membership functions from motion and view-invariant action.","S. Chairman, I. Kalaivani",View Invariant Action Recognition using ANFIS,"Home,Vol 3, No 5 (2014),Chairman"
"To overcome the limitations of the earlier edge detection techniques a new fuzzy based color edge detector is proposed in this paper. Edge detection has found to be most important step in many critical vision applications. It actually results in the black and white (binary) image where each object is differentiate by lines (either black or white). Edges are basically the area in the image where sharp changes exist.  It has been found that the most of the existing techniques has neglected the use of colours while detecting the edges but in many applications a region can be categorized based upon the color. This paper has shown the result of different color based edge detectors i.e. hue, PCA and integrated Hue and PCA based methods. To overcome the problem of the color based edge detector a fuzzy set theory based edge detector is proposed. The results of the proposed fuzzy based edge detectors are also taken for experimental purpose. The experiments have shown that the fuzzy based edge detector hasquite significant results over the integrated hue and PCA based edge detectors.","Simranjit Singh Walia, Gagandeep Singh",IMPROVED COLOR EDGE DETECTOR USING FUZZY SET THEORY,"Home,Vol 3, No 6 (2014),Walia"
"A packet not needs any routing table and route discovery operating cost to send a packet to the destination.The ZigBee tree routing has the primary drawback that a packet follows the tree topology.shortcut tree routing procedure that provides the near best routing path as well as maintains.The shortcut tree routing is to evaluate remaining hops from an chance source to the destination using the hierarchical addressing method in ZigBee.shortcut tree routing is totally circulated and compatible with ZigBee.It only utilizes addressing method and neighbor table with no any changes of the condition.ETR also uses links to other one-hop neighbors,if it is decided that this will lead to a shorter path. It is shown that such a decision can be made with minimum storage and computing cost by utilizing the address structure.","G. Devika, Dr.vS. Ravimaran",Enhanced Memory and Routing Management in Wireless Sensor Network Using ETR,"Home,Vol 3, No 6 (2014),Devika"
"Current mode circuits have come to knowledge as compared to voltage mode circuits in recent days because of their properties like low voltage requirement, high slew rate and wider bandwidth The circuit made by current mode technique uses small area, consumes less power dissipation and achieves high operation speed. Current mirrors are the main structures of almost all analog circuits. Current mirror provides high performance, low voltage and low power consumption to its circuits. In the first section of this paper we will analyze and compare the performance parameters of different current mirrors in 350 nm technology in Xilinx xmanager (mentor graphics) tool and in the other section we will show its application in analog circuits. The performance parameters are output impedance, power dissipation, threshold voltage and Trans conductance.","Rashmi Sharma, Mr. Neeraj Gupta, Mr. Ashok kumar",Comparative analysis of different Current mirror using 0.35µm and its Application,"Home,Vol 3, No 6 (2014),Sharma"
"In the ad hoc network the nodes are not in a stable state. They are in moving state. So,  whenever the node moves from one partition to another partition the node needs a new address to communicate with in this partition which will be unique and not colloid with the address of the nodes in that partition. In the ad hoc networks, the collision free address assignment is a major problem. So, the IP address assignment for ad hoc nodes requires a distributed procedure to resolves all the address collisions in a dynamic network with channel weakening, recurrent partition, and joining or leaving nodes. The mobility of the nodes in ad hoc network makes frequent network partitions. The node in the ad hoc network needs unique network address to enable routing in multi-hop networks. The joining and leaving node is difficult to make the address assignment. A filter-based addressing protocol is light weight and robust to packet losses for address auto-configuration. We use light weight protocol to address the issues and use robust addressing scheme to shares all nodes in allocated list. The protocol controls a distributed database on filter to reduce the overhead and allow an accurate detection of partition merging. To overcome this problem, we propose a collision free address assignment to resolves all the address collisions and reduce traffic when compared to the other addressing protocols.","D. Suganthi, S. Ravimaran",Collision Free Address Assignment for Nodes in Ad Hoc Networks Using FAP,"Home,Vol 3, No 6 (2014),Suganthi"
"Wireless sensor network is a heterogeneous system combining many number of inexpensive sensor nodes with distinguishing characteristics. Sensors’ locations play a major role in many sensor network applications. If the sensor launched in unfriendly environment it may meet certain attacks, and the sensor’s location is not trustable. The previous scheme contains two sub algorithms namely, greedy filtering using matrix (gfm) and greedy filtering using  trustability-indicator (gft).Both algorithms detect the abnormal locations. It would not be use in the low-cost sensor networks.  Here we introduce a conviction based neighborhood verifier. On spot verification and Trusted secure processing tree (TSPT) detection algorithm is used to detect the abnormal location. Our work takes the first step to integrate the application requirements in determining the trustability of sensors’ estimated locations and protect wireless sensor network  from the malicious attacks in Hostile Environments. Moreover, our proposed verification system is more effective, and robust compared to previous works. It yields satisfactory verification results to a variety of applications, which is approved by the simulation results.","P. Jeevitha, V. Pugazhenthi",Conviction Based Neighborhood Compact Verifier for Wireless Sensor Network,"Home,Vol 3, No 6 (2014),Jeevitha"
"Identifying user information needs is always one of the most challenging issues in the development of web search engines. The feedback terms imply the actual need of the user. Different users may have different search goals when they submit it to a search engine. The inference and analysis of user search goals can be very useful in improving search engine relevance and user experience. The goal of the proposal is to infer user search goals by analyzing search engine query logs. The feedback terms are clustered to infer the different user search goals for a query. Clustering feedback terms is more efficient than clustering search results or clicked URLs directly. Feedback terms are constructed from user click-through logs and can efficiently reflect the information needs of users. The distributions of different user search goals can be obtained conveniently after feedback sessions are clustered. A pseudo-document which can effectively reflect the information need of a user is formed by combining the enriched URLs in a feedback terms. Finally, “Classified Average Precision (CAP)” is used to evaluate the performance of inferring user search goals. Thus the actual requirement of a user search query is determined.","M. Pavithra, M. Arunaranee, Dr.S. Ravimaran",A Robust Information Retrieval Method for Inferring User Search Query through Feedback Terms,"Home,Vol 3, No 6 (2014),Pavithra"
Mash up in the world of web can be described as a functionality that integrates two or more web services to create a new service. The service created is formed by different web services and hence can be termed as a hybrid web application. Cloud computing and mobile computing are the revolutionary fields and designing applications which make use of both cloud and mobile resources have high technological impact in the internet world. In this paper we brought forward a framework which is flexible to build mash up application which makes use of both cloud and mobile resources. The resultant service or application is deployed in any mobile ad hoc host which can be integrated into the mobile device and can be accessed through cloud network. The framework is flexible which incorporates different protocols both from the domains cloud network and mobile network. The designed framework is tested on different performance and compatibility metrics by assuming some rough sets of data. The proposed framework can be also be implemented in area of semantic web in the future research work.,"D. V. Santosh Kumar, Anthoniraj Amalanathan",A Framework for Mobile Web Mashup’s using Cloud  Resources,"Home,Vol 3, No 6 (2014),Kumar"
